year,month,dayofyear,time_of_day,rate_of_change,weekday,wind_chill,rel_hum_,rain,snow,is_holiday
2016,11,316,0,-6.0,4,11.75,66.75,0.0,0.0,0
2016,11,316,1,4.0,4,9.175,65.0,1.0,0.0,0
2016,11,316,2,-3.0,4,6.449999999999999,50.0,0.0,0.0,0
2016,11,316,3,25.0,4,6.375,43.5,0.0,0.0,0
2016,11,316,4,-1.0,4,4.625,44.25,0.0,0.0,0
2016,11,316,5,-34.0,4,2.7,52.5,0.0,0.0,0
2016,11,317,0,-4.0,5,1.8,56.0,0.0,0.0,0
2016,11,317,1,2.0,5,1.0,64.5,0.0,0.0,0
2016,11,317,2,0.0,5,3.7,64.25,0.0,0.0,0
2016,11,317,3,-3.0,5,9.35,56.5,0.0,0.0,0
2016,11,317,4,0.0,5,8.225,55.25,0.0,0.0,0
2016,11,317,5,-2.0,5,6.85,59.5,0.0,0.0,0
2016,11,318,0,0.0,6,5.975,63.75,0.0,0.0,0
2016,11,318,1,3.0,6,4.45,73.75,0.0,0.0,0
2016,11,318,2,0.0,6,5.9,73.5,0.0,0.0,0
2016,11,318,3,-1.0,6,10.175,66.25,0.0,0.0,0
2016,11,318,4,-5.0,6,8.8,71.5,0.0,0.0,0
2016,11,318,5,1.0,6,8.2,68.0,0.0,0.0,0
2016,11,319,0,1.0,0,7.45,65.25,0.0,0.0,0
2016,11,319,1,-1.0,0,5.925,68.75,0.0,0.0,0
2016,11,319,2,-1.0,0,7.074999999999999,66.0,0.0,0.0,0
2016,11,319,3,34.0,0,10.875,59.75,0.0,0.0,0
2016,11,319,4,-4.0,0,9.299999999999999,81.5,0.0,0.0,0
2016,11,319,5,-49.0,0,7.1,90.5,0.0,0.0,0
2016,11,320,0,-5.0,1,5.8999999999999995,90.5,0.0,0.0,0
2016,11,320,1,3.0,1,4.075,96.5,0.0,0.0,0
2016,11,320,2,-2.0,1,6.9,89.0,0.0,0.0,0
2016,11,320,3,24.0,1,10.149999999999999,81.25,0.0,0.0,0
2016,11,320,4,-2.0,1,8.625,91.0,0.0,0.0,0
2016,11,320,5,-38.0,1,7.975,94.25,0.0,0.0,0
2016,11,321,0,0.0,2,7.300000000000001,94.0,0.0,0.0,0
2016,11,321,1,-1.0,2,7.199999999999999,94.75,1.0,0.0,0
2016,11,321,2,-1.0,2,8.524999999999999,89.75,2.0,0.0,0
2016,11,321,3,14.0,2,12.375,67.25,0.0,0.0,0
2016,11,321,4,-1.0,2,11.6,61.25,0.0,0.0,0
2016,11,321,5,-19.0,2,8.950000000000001,72.75,0.0,0.0,0
2016,11,322,0,-1.0,3,7.15,81.5,0.0,0.0,0
2016,11,322,1,-1.0,3,5.875,85.25,0.0,0.0,0
2016,11,322,2,-3.0,3,6.5249999999999995,83.75,0.0,0.0,0
2016,11,322,3,23.0,3,9.575,77.25,0.0,0.0,0
2016,11,322,4,-3.0,3,8.375,90.5,0.0,0.0,0
2016,11,322,5,-38.0,3,8.700000000000001,88.25,0.0,0.0,0
2016,11,323,0,-3.0,4,8.2,91.25,0.0,0.0,0
2016,11,323,1,-3.0,4,7.8500000000000005,90.5,0.0,0.0,0
2016,11,323,2,-5.0,4,9.85,85.5,0.0,0.0,0
2016,11,323,3,9.0,4,11.374999999999998,79.75,0.0,0.0,0
2016,11,323,4,-4.0,4,11.549999999999999,81.25,0.0,0.0,0
2016,11,323,5,-19.0,4,10.175,84.75,0.0,0.0,0
2016,11,324,0,-11.0,5,9.625,86.25,0.0,0.0,0
2016,11,324,1,3.0,5,9.7,84.5,0.0,0.0,0
2016,11,324,2,-1.0,5,10.55,79.0,0.0,0.0,0
2016,11,324,3,-1.0,5,5.55,88.5,3.0,0.0,0
2016,11,324,4,-2.0,5,5.225,78.75,0.0,0.0,0
2016,11,324,5,-1.0,5,3.35,70.25,1.0,0.0,0
2016,11,325,0,2.0,6,1.1500000000000001,80.75,0.0,1.0,0
2016,11,325,1,4.0,6,1.775,76.5,1.0,0.0,0
2016,11,325,2,0.0,6,0.7749999999999999,71.5,0.0,2.0,0
2016,11,325,3,-4.0,6,1.175,73.75,1.0,2.0,0
2016,11,325,4,-3.0,6,-3.6,69.25,0.0,4.0,0
2016,11,325,5,-5.0,6,-8.75,76.25,0.0,4.0,0
2016,11,326,0,3.0,0,-9.75,69.5,0.0,4.0,0
2016,11,326,1,3.0,0,-9.5,68.0,0.0,4.0,0
2016,11,326,2,0.0,0,-6.1,58.5,0.0,1.0,0
2016,11,326,3,18.0,0,1.5,48.25,0.0,0.0,0
2016,11,326,4,-4.0,0,1.0750000000000002,53.0,0.0,0.0,0
2016,11,326,5,-33.0,0,1.1,54.75,1.0,1.0,0
2016,11,327,0,0.0,1,-4.925,65.75,1.0,2.0,0
2016,11,327,1,3.0,1,-6.5,71.5,0.0,2.0,0
2016,11,327,2,-4.0,1,-0.55,68.25,0.0,0.0,0
2016,11,327,3,14.0,1,2.7500000000000004,55.25,0.0,0.0,0
2016,11,327,4,-1.0,1,1.4,58.75,0.0,0.0,0
2016,11,327,5,-36.0,1,-4.5,69.25,0.0,0.0,0
2016,11,328,0,2.0,2,-5.25,73.75,0.0,0.0,0
2016,11,328,1,1.0,2,-5.5,75.0,0.0,0.0,0
2016,11,328,2,-6.0,2,-5.0,70.0,0.0,0.0,0
2016,11,328,3,22.0,2,-2.975,71.75,0.0,0.0,0
2016,11,328,4,4.0,2,0.75,80.0,1.0,1.0,0
2016,11,328,5,-42.0,2,2.5250000000000004,86.5,3.0,0.0,0
2016,11,329,0,0.0,3,3.175,88.25,3.0,0.0,0
2016,11,329,1,2.0,3,4.4,85.25,2.0,0.0,0
2016,11,329,2,1.0,3,4.4,90.5,4.0,0.0,0
2016,11,329,3,15.0,3,4.075,93.75,3.0,0.0,0
2016,11,329,4,-3.0,3,3.9250000000000003,90.0,0.0,0.0,0
2016,11,329,5,-40.0,3,3.75,92.75,0.0,0.0,0
2016,11,330,0,-2.0,4,4.1,96.25,1.0,0.0,0
2016,11,330,1,1.0,4,4.8,97.75,1.0,0.0,0
2016,11,330,2,-2.0,4,4.825000000000001,98.25,0.0,0.0,0
2016,11,330,3,8.0,4,6.425000000000001,88.5,0.0,0.0,0
2016,11,330,4,-5.0,4,6.875,73.75,0.0,0.0,0
2016,11,330,5,-33.0,4,6.0,79.5,0.0,0.0,0
2016,11,331,0,-5.0,5,4.875,90.0,2.0,0.0,0
2016,11,331,1,2.0,5,3.5500000000000003,92.0,3.0,0.0,0
2016,11,331,2,0.0,5,4.425,86.75,2.0,0.0,0
2016,11,331,3,2.0,5,6.85,65.5,0.0,0.0,0
2016,11,331,4,-10.0,5,5.95,71.5,0.0,0.0,0
2016,11,331,5,-8.0,5,4.425,83.25,2.0,0.0,0
2016,11,332,0,4.0,6,4.0,82.75,0.0,0.0,0
2016,11,332,1,2.0,6,3.8999999999999995,80.25,0.0,0.0,0
2016,11,332,2,0.0,6,4.925,75.0,0.0,0.0,0
2016,11,332,3,-1.0,6,7.225,68.0,0.0,0.0,0
2016,11,332,4,-6.0,6,6.25,75.0,0.0,0.0,0
2016,11,332,5,-2.0,6,5.025,85.0,0.0,0.0,0
2016,11,333,0,1.0,0,4.825,84.25,0.0,0.0,0
2016,11,333,1,1.0,0,5.15,86.75,0.0,0.0,0
2016,11,333,2,-2.0,0,5.975,80.25,0.0,0.0,0
2016,11,333,3,26.0,0,6.725,78.5,0.0,0.0,0
2016,11,333,4,-2.0,0,6.7749999999999995,84.25,0.0,0.0,0
2016,11,333,5,-50.0,0,6.6,87.75,1.0,0.0,0
2016,11,334,0,-1.0,1,7.075,80.0,2.0,0.0,0
2016,11,334,1,1.0,1,7.525,86.0,1.0,0.0,0
2016,11,334,2,-5.0,1,8.775,87.75,0.0,0.0,0
2016,11,334,3,20.0,1,9.225,87.25,0.0,0.0,0
2016,11,334,4,1.0,1,8.0,87.75,0.0,0.0,0
2016,11,334,5,-42.0,1,6.7,95.25,0.0,0.0,0
2016,11,335,0,-8.0,2,6.15,95.5,0.0,0.0,0
2016,11,335,1,1.0,2,7.425000000000001,94.0,0.0,0.0,0
2016,11,335,2,-8.0,2,9.425,85.75,1.0,0.0,0
2016,11,335,3,30.0,2,10.175,84.75,0.0,0.0,0
2016,11,335,4,-2.0,2,9.3,92.75,0.0,0.0,0
2016,11,335,5,-38.0,2,8.15,96.75,4.0,0.0,0
2016,12,336,0,1.0,3,7.7250000000000005,81.25,1.0,0.0,0
2016,12,336,1,3.0,3,5.775,76.75,0.0,0.0,0
2016,12,336,2,-4.0,3,5.325,74.75,0.0,0.0,0
2016,12,336,3,19.0,3,6.0,69.5,0.0,0.0,0
2016,12,336,4,-2.0,3,5.7,73.0,0.0,0.0,0
2016,12,336,5,-40.0,3,5.550000000000001,77.75,0.0,0.0,0
2016,12,337,0,-1.0,4,5.7,73.5,0.0,0.0,0
2016,12,337,1,-1.0,4,4.55,72.75,0.0,0.0,0
2016,12,337,2,0.0,4,5.4,66.25,0.0,0.0,0
2016,12,337,3,21.0,4,5.75,64.0,0.0,0.0,0
2016,12,337,4,2.0,4,4.125,78.0,2.0,0.0,0
2016,12,337,5,-27.0,4,3.325,69.75,0.0,0.0,0
2016,12,338,0,-2.0,5,3.475,68.5,0.0,0.0,0
2016,12,338,1,1.0,5,2.2,76.0,0.0,0.0,0
2016,12,338,2,-2.0,5,4.2749999999999995,65.0,0.0,0.0,0
2016,12,338,3,4.0,5,5.975,51.5,0.0,0.0,0
2016,12,338,4,-2.0,5,4.9,58.0,0.0,0.0,0
2016,12,338,5,-5.0,5,4.1,66.75,0.0,0.0,0
2016,12,339,0,7.0,6,3.45,70.5,0.0,0.0,0
2016,12,339,1,-4.0,6,2.45,67.0,0.0,0.0,0
2016,12,339,2,0.0,6,1.3,72.25,0.0,0.0,0
2016,12,339,3,0.0,6,2.3,78.0,0.0,0.0,0
2016,12,339,4,-2.0,6,2.7,79.25,0.0,0.0,0
2016,12,339,5,2.0,6,3.2,78.75,0.0,1.0,0
2016,12,340,0,4.0,0,2.275,91.25,4.0,0.0,0
2016,12,340,1,1.0,0,2.15,93.0,3.0,0.0,0
2016,12,340,2,0.0,0,4.074999999999999,79.25,0.0,0.0,0
2016,12,340,3,28.0,0,6.05,63.25,0.0,0.0,0
2016,12,340,4,-8.0,0,4.875,69.5,0.0,0.0,0
2016,12,340,5,-55.0,0,4.7,73.75,0.0,0.0,0
2016,12,341,0,4.0,1,3.425,74.25,0.0,0.0,0
2016,12,341,1,-2.0,1,1.975,87.25,0.0,0.0,0
2016,12,341,2,-4.0,1,4.6,85.75,0.0,0.0,0
2016,12,341,3,17.0,1,5.6,76.25,0.0,0.0,0
2016,12,341,4,-2.0,1,4.375,83.25,2.0,0.0,0
2016,12,341,5,-41.0,1,3.25,92.75,3.0,0.0,0
2016,12,342,0,0.0,2,3.45,95.5,0.0,0.0,0
2016,12,342,1,0.0,2,3.55,77.5,0.0,0.0,0
2016,12,342,2,0.0,2,2.825,64.5,0.0,0.0,0
2016,12,342,3,0.0,2,3.2249999999999996,62.25,0.0,0.0,0
2016,12,342,4,0.0,2,2.9000000000000004,68.75,0.0,0.0,0
2016,12,342,5,0.0,2,1.4000000000000001,75.5,0.0,0.0,0
2016,12,343,0,0.0,3,0.7000000000000001,77.25,0.0,0.0,0
2016,12,343,1,0.0,3,0.675,73.5,0.0,0.0,0
2016,12,343,2,0.0,3,0.7000000000000001,65.0,1.0,2.0,0
2016,12,343,3,0.0,3,-3.3499999999999996,55.25,0.0,1.0,0
2016,12,343,4,0.0,3,-7.75,66.75,0.0,0.0,0
2016,12,343,5,0.0,3,-7.5,77.5,0.0,3.0,0
2016,12,344,0,0.0,4,-8.25,66.25,0.0,0.0,0
2016,12,344,1,0.0,4,-9.0,68.5,0.0,0.0,0
2016,12,344,2,0.0,4,-8.25,65.5,0.0,2.0,0
2016,12,344,3,0.0,4,-3.95,53.75,0.0,0.0,0
2016,12,344,4,0.0,4,-7.5,59.5,0.0,1.0,0
2016,12,344,5,0.0,4,-8.0,73.5,0.0,0.0,0
2016,12,345,0,7.0,5,-8.3,74.75,0.0,0.0,0
2016,12,345,1,0.0,5,-6.75,66.5,0.0,1.0,0
2016,12,345,2,7.0,5,-4.625,74.0,0.0,4.0,0
2016,12,345,3,4.0,5,-7.5,63.75,0.0,1.0,0
2016,12,345,4,-16.0,5,-10.0,62.0,0.0,0.0,0
2016,12,345,5,-55.0,5,-10.5,77.75,0.0,0.0,0
2016,12,346,0,-1.0,6,-9.0,73.5,0.0,0.0,0
2016,12,346,1,1.0,6,-8.5,67.25,0.0,0.0,0
2016,12,346,2,0.0,6,-6.5,77.25,0.0,3.0,0
2016,12,346,3,-5.0,6,-6.5,87.5,0.0,4.0,0
2016,12,346,4,-4.0,6,-6.75,91.25,0.0,4.0,0
2016,12,346,5,-5.0,6,-2.8249999999999997,95.5,0.0,4.0,0
2016,12,347,0,2.0,0,0.6000000000000001,97.25,2.0,2.0,0
2016,12,347,1,0.0,0,1.525,94.25,1.0,1.0,0
2016,12,347,2,-1.0,0,1.95,84.25,0.0,0.0,0
2016,12,347,3,5.0,0,2.1999999999999997,71.0,0.0,0.0,0
2016,12,347,4,0.0,0,1.125,74.25,0.0,0.0,0
2016,12,347,5,-12.0,0,-1.3,77.5,2.0,1.0,0
2016,12,348,0,1.0,1,-7.0,78.5,0.0,0.0,0
2016,12,348,1,-1.0,1,-7.5,71.25,0.0,0.0,0
2016,12,348,2,0.0,1,-8.0,73.0,0.0,0.0,0
2016,12,348,3,11.0,1,-8.25,77.0,0.0,1.0,0
2016,12,348,4,0.0,1,-7.5,71.5,0.0,0.0,0
2016,12,348,5,-24.0,1,-9.75,68.0,0.0,1.0,0
2016,12,349,0,-2.0,2,-14.5,60.5,0.0,0.0,0
2016,12,349,1,-1.0,2,-16.25,68.0,0.0,0.0,0
2016,12,349,2,-2.0,2,-16.75,68.25,0.0,0.0,0
2016,12,349,3,10.0,2,-14.25,61.75,0.0,0.0,0
2016,12,349,4,-1.0,2,-14.75,62.5,0.0,0.0,0
2016,12,349,5,-19.0,2,-16.25,75.25,0.0,3.0,0
2016,12,350,0,1.0,3,-19.25,71.25,0.0,2.0,0
2016,12,350,1,0.0,3,-18.5,74.0,0.0,1.0,0
2016,12,350,2,-2.0,3,-19.25,71.0,0.0,1.0,0
2016,12,350,3,6.0,3,-18.0,65.25,0.0,0.0,0
2016,12,350,4,-3.0,3,-16.75,80.25,0.0,2.0,0
2016,12,350,5,-8.0,3,-16.75,68.0,0.0,0.0,0
2016,12,351,0,1.0,4,-14.75,85.75,0.0,4.0,0
2016,12,351,1,1.0,4,-15.25,75.25,0.0,0.0,0
2016,12,351,2,-2.0,4,-15.5,69.5,0.0,0.0,0
2016,12,351,3,9.0,4,-12.75,50.75,0.0,0.0,0
2016,12,351,4,-3.0,4,-11.0,57.25,0.0,0.0,0
2016,12,351,5,-20.0,4,-9.5,85.5,0.0,4.0,0
2016,12,352,0,0.0,5,-11.75,87.25,0.0,4.0,0
2016,12,352,1,-1.0,5,-9.5,91.25,0.0,4.0,0
2016,12,352,2,0.0,5,-6.5,87.5,0.0,3.0,0
2016,12,352,3,-2.0,5,-1.975,89.75,1.0,0.0,0
2016,12,352,4,-2.0,5,0.15000000000000002,96.25,4.0,0.0,0
2016,12,352,5,1.0,5,0.325,94.25,3.0,0.0,0
2016,12,353,0,-1.0,6,-3.475,86.25,1.0,1.0,0
2016,12,353,1,0.0,6,-6.5,83.75,0.0,2.0,0
2016,12,353,2,0.0,6,-10.5,64.0,0.0,0.0,0
2016,12,353,3,0.0,6,-13.5,53.75,0.0,0.0,0
2016,12,353,4,-1.0,6,-15.25,55.0,0.0,0.0,0
2016,12,353,5,-2.0,6,-14.5,62.75,0.0,0.0,0
2016,12,354,0,1.0,0,-7.3999999999999995,65.75,0.0,0.0,0
2016,12,354,1,0.0,0,-10.5,61.0,0.0,0.0,0
2016,12,354,2,0.0,0,-16.0,62.0,0.0,0.0,0
2016,12,354,3,14.0,0,-14.25,58.0,0.0,0.0,0
2016,12,354,4,-2.0,0,-15.0,56.5,0.0,0.0,0
2016,12,354,5,-17.0,0,-14.75,74.0,0.0,0.0,0
2016,12,355,0,-2.0,1,-14.25,73.0,0.0,0.0,0
2016,12,355,1,0.0,1,-13.25,79.25,0.0,0.0,0
2016,12,355,2,-3.0,1,-11.5,81.25,0.0,0.0,0
2016,12,355,3,10.0,1,-4.0249999999999995,62.5,0.0,0.0,0
2016,12,355,4,0.0,1,1.2,59.75,0.0,0.0,0
2016,12,355,5,-16.0,1,-5.45,59.5,0.0,0.0,0
2016,12,356,0,-2.0,2,-9.25,65.75,0.0,0.0,0
2016,12,356,1,0.0,2,-9.75,73.25,0.0,0.0,0
2016,12,356,2,-1.0,2,-9.25,80.5,0.0,0.0,0
2016,12,356,3,-1.0,2,-7.0,77.5,0.0,0.0,0
2016,12,356,4,-1.0,2,-4.175,80.25,0.0,0.0,0
2016,12,356,5,-12.0,2,-3.25,89.0,0.0,3.0,0
2016,12,357,0,-1.0,3,1.4,90.0,0.0,0.0,0
2016,12,357,1,-1.0,3,1.4500000000000002,87.25,0.0,0.0,0
2016,12,357,2,0.0,3,1.0,84.25,1.0,1.0,0
2016,12,357,3,6.0,3,2.625,81.25,1.0,0.0,0
2016,12,357,4,1.0,3,3.425,65.25,0.0,0.0,0
2016,12,357,5,-13.0,3,2.425,77.25,0.0,0.0,0
2016,12,358,0,1.0,4,1.725,75.25,0.0,0.0,0
2016,12,358,1,-1.0,4,-4.4,78.5,0.0,0.0,0
2016,12,358,2,2.0,4,-0.2250000000000001,80.25,0.0,0.0,0
2016,12,358,3,-2.0,4,2.8249999999999997,72.5,0.0,0.0,0
2016,12,358,4,-6.0,4,2.825,76.0,0.0,0.0,0
2016,12,358,5,-8.0,4,1.95,85.25,0.0,0.0,0
2016,12,359,0,-1.0,5,2.15,84.75,2.0,0.0,0
2016,12,359,1,0.0,5,2.325,92.25,4.0,0.0,0
2016,12,359,2,0.0,5,2.75,90.0,0.0,0.0,0
2016,12,359,3,-1.0,5,3.575,83.0,0.0,0.0,0
2016,12,359,4,-3.0,5,3.45,80.5,0.0,0.0,0
2016,12,359,5,-3.0,5,2.825,86.25,0.0,0.0,0
2016,12,360,0,0.0,6,2.6500000000000004,88.0,0.0,0.0,1
2016,12,360,1,0.0,6,3.25,73.25,0.0,0.0,1
2016,12,360,2,0.0,6,2.225,67.0,0.0,0.0,1
2016,12,360,3,0.0,6,-2.65,69.5,0.0,0.0,1
2016,12,360,4,-2.0,6,-7.0,70.5,0.0,0.0,1
2016,12,360,5,3.0,6,-8.5,73.25,0.0,0.0,1
2016,12,361,0,-1.0,0,-9.0,86.0,0.0,0.0,1
2016,12,361,1,0.0,0,-0.8999999999999999,88.0,1.0,0.0,1
2016,12,361,2,0.0,0,2.45,91.75,2.0,0.0,1
2016,12,361,3,0.0,0,3.4,94.0,1.0,0.0,1
2016,12,361,4,-1.0,0,6.500000000000001,97.75,4.0,0.0,1
2016,12,361,5,1.0,0,7.749999999999999,92.5,2.0,0.0,1
2016,12,362,0,0.0,1,6.375,67.75,0.0,0.0,1
2016,12,362,1,0.0,1,2.7,66.0,0.0,0.0,1
2016,12,362,2,0.0,1,1.125,67.0,0.0,0.0,1
2016,12,362,3,-2.0,1,0.6,70.0,0.0,1.0,1
2016,12,362,4,-1.0,1,-2.75,73.75,0.0,1.0,1
2016,12,362,5,-1.0,1,-6.75,80.0,0.0,4.0,1
2016,12,363,0,2.0,2,-9.0,73.5,0.0,3.0,0
2016,12,363,1,-1.0,2,-8.75,73.0,0.0,0.0,0
2016,12,363,2,-1.0,2,-7.5,70.0,0.0,0.0,0
2016,12,363,3,0.0,2,-6.5,62.75,0.0,0.0,0
2016,12,363,4,2.0,2,-4.75,64.75,0.0,0.0,0
2016,12,363,5,-1.0,2,0.875,76.0,0.0,0.0,0
2016,12,364,0,-1.0,3,1.525,75.25,0.0,0.0,0
2016,12,364,1,-1.0,3,0.7250000000000001,96.25,0.0,4.0,0
2016,12,364,2,0.0,3,1.45,94.5,1.0,1.0,0
2016,12,364,3,-2.0,3,2.625,84.5,1.0,0.0,0
2016,12,364,4,-1.0,3,2.3,76.25,1.0,0.0,0
2016,12,364,5,-2.0,3,1.1,78.5,0.0,1.0,0
2016,12,365,0,3.0,4,-1.025,82.25,0.0,1.0,0
2016,12,365,1,2.0,4,-6.75,74.75,0.0,1.0,0
2016,12,365,2,0.0,4,-7.5,66.75,0.0,0.0,0
2016,12,365,3,-5.0,4,-7.0,62.75,0.0,0.0,0
2016,12,365,4,-6.0,4,-8.0,66.25,0.0,2.0,0
2016,12,365,5,-1.0,4,-8.5,72.0,0.0,1.0,0
2016,12,366,0,2.0,5,-7.5,67.0,0.0,0.0,0
2016,12,366,1,-2.0,5,-6.75,83.25,0.0,2.0,0
2016,12,366,2,-1.0,5,1.8499999999999999,68.5,0.0,0.0,0
2016,12,366,3,2.0,5,3.9499999999999997,66.5,0.0,0.0,0
2016,12,366,4,-3.0,5,3.55,78.0,3.0,0.0,0
2016,12,366,5,3.0,5,2.6,78.25,1.0,0.0,0
2017,1,1,0,2.0,6,1.3,67.75,0.0,0.0,1
2017,1,1,1,-2.0,6,-0.75,68.5,0.0,0.0,1
2017,1,1,2,0.0,6,-2.275,64.5,0.0,0.0,1
2017,1,1,3,-2.0,6,2.775,54.5,0.0,0.0,1
2017,1,1,4,-2.0,6,2.0,62.5,0.0,0.0,1
2017,1,1,5,-2.0,6,0.95,75.5,0.0,0.0,1
2017,1,2,0,2.0,0,0.04999999999999996,81.0,0.0,0.0,1
2017,1,2,1,-1.0,0,1.8,83.5,0.0,0.0,1
2017,1,2,2,1.0,0,2.85,85.75,0.0,0.0,1
2017,1,2,3,2.0,0,4.3,74.25,0.0,0.0,1
2017,1,2,4,-3.0,0,3.875,80.75,0.0,0.0,1
2017,1,2,5,-6.0,0,3.8749999999999996,90.75,0.0,0.0,1
2017,1,3,0,4.0,1,3.875,95.75,2.0,0.0,0
2017,1,3,1,-2.0,1,3.95,97.75,2.0,0.0,0
2017,1,3,2,-1.0,1,4.325,98.0,2.0,0.0,0
2017,1,3,3,8.0,1,4.3,98.0,4.0,0.0,0
2017,1,3,4,0.0,1,4.824999999999999,96.5,3.0,0.0,0
2017,1,3,5,-19.0,1,4.25,94.0,3.0,0.0,0
2017,1,4,0,-1.0,2,2.925,94.0,2.0,0.0,0
2017,1,4,1,-1.0,2,3.75,84.0,0.0,0.0,0
2017,1,4,2,1.0,2,2.275,72.25,1.0,0.0,0
2017,1,4,3,8.0,2,-11.5,59.0,0.0,2.0,0
2017,1,4,4,0.0,2,-15.25,63.75,0.0,3.0,0
2017,1,4,5,-18.0,2,-17.0,68.75,0.0,1.0,0
2017,1,5,0,3.0,3,-16.75,68.75,0.0,0.0,0
2017,1,5,1,-1.0,3,-16.0,71.25,0.0,3.0,0
2017,1,5,2,-1.0,3,-16.0,67.25,0.0,0.0,0
2017,1,5,3,2.0,3,-14.5,59.0,0.0,1.0,0
2017,1,5,4,0.0,3,-14.5,66.5,0.0,1.0,0
2017,1,5,5,-24.0,3,-17.5,65.75,0.0,0.0,0
2017,1,6,0,1.0,4,-18.75,68.25,0.0,0.0,0
2017,1,6,1,-3.0,4,-19.75,72.25,0.0,0.0,0
2017,1,6,2,0.0,4,-18.25,62.0,0.0,0.0,0
2017,1,6,3,2.0,4,-14.0,47.5,0.0,0.0,0
2017,1,6,4,-1.0,4,-16.25,52.25,0.0,0.0,0
2017,1,6,5,-18.0,4,-17.75,61.25,0.0,0.0,0
2017,1,7,0,-6.0,5,-17.5,68.75,0.0,0.0,0
2017,1,7,1,1.0,5,-17.75,71.75,0.0,0.0,0
2017,1,7,2,-1.0,5,-15.25,73.0,0.0,0.0,0
2017,1,7,3,-1.0,5,-13.5,61.0,0.0,3.0,0
2017,1,7,4,-1.0,5,-17.25,55.75,0.0,0.0,0
2017,1,7,5,1.0,5,-20.0,67.5,0.0,0.0,0
2017,1,8,0,-2.0,6,-19.25,75.5,0.0,1.0,0
2017,1,8,1,1.0,6,-17.25,60.0,0.0,0.0,0
2017,1,8,2,0.0,6,-19.25,57.0,0.0,0.0,0
2017,1,8,3,1.0,6,-17.75,46.0,0.0,0.0,0
2017,1,8,4,1.0,6,-17.0,56.25,0.0,1.0,0
2017,1,8,5,-3.0,6,-17.0,66.5,0.0,0.0,0
2017,1,9,0,3.0,0,-15.75,66.75,0.0,1.0,0
2017,1,9,1,0.0,0,-14.5,64.5,0.0,2.0,0
2017,1,9,2,-2.0,0,-14.25,72.25,0.0,4.0,0
2017,1,9,3,15.0,0,-11.25,63.75,0.0,0.0,0
2017,1,9,4,-1.0,0,-9.75,62.75,0.0,0.0,0
2017,1,9,5,-26.0,0,-8.5,66.75,0.0,0.0,0
2017,1,10,0,-2.0,1,-7.0,61.25,0.0,0.0,0
2017,1,10,1,0.0,1,-6.0,79.75,0.0,4.0,0
2017,1,10,2,-3.0,1,-4.825,85.0,0.0,3.0,0
2017,1,10,3,12.0,1,0.925,86.0,1.0,2.0,0
2017,1,10,4,0.0,1,2.9750000000000005,94.25,3.0,0.0,0
2017,1,10,5,-14.0,1,5.625,90.75,4.0,0.0,0
2017,1,11,0,-2.0,2,5.8,81.25,1.0,0.0,0
2017,1,11,1,0.0,2,3.2249999999999996,70.5,0.0,0.0,0
2017,1,11,2,-5.0,2,2.45,71.75,0.0,0.0,0
2017,1,11,3,16.0,2,3.65,76.75,0.0,0.0,0
2017,1,11,4,-5.0,2,4.074999999999999,74.5,0.0,0.0,0
2017,1,11,5,-24.0,2,4.4,83.5,1.0,0.0,0
2017,1,12,0,3.0,3,6.525,95.25,2.0,0.0,0
2017,1,12,1,0.0,3,6.875,98.5,1.0,0.0,0
2017,1,12,2,-1.0,3,3.55,86.0,0.0,0.0,0
2017,1,12,3,8.0,3,3.275,86.25,1.0,0.0,0
2017,1,12,4,1.0,3,2.275,82.25,0.0,0.0,0
2017,1,12,5,-27.0,3,0.8250000000000001,72.0,0.0,0.0,0
2017,1,13,0,-6.0,4,-8.0,64.0,0.0,0.0,0
2017,1,13,1,2.0,4,-9.75,56.25,0.0,0.0,0
2017,1,13,2,0.0,4,-9.25,53.75,0.0,0.0,0
2017,1,13,3,9.0,4,-7.75,54.0,0.0,1.0,0
2017,1,13,4,-3.0,4,-10.0,60.75,0.0,0.0,0
2017,1,13,5,-22.0,4,-11.75,62.75,0.0,0.0,0
2017,1,14,0,-3.0,5,-11.5,63.0,0.0,0.0,0
2017,1,14,1,0.0,5,-13.75,67.25,0.0,1.0,0
2017,1,14,2,1.0,5,-12.0,75.0,0.0,0.0,0
2017,1,14,3,0.0,5,-7.5,82.0,0.0,0.0,0
2017,1,14,4,-3.0,5,-6.0,75.75,0.0,0.0,0
2017,1,14,5,-2.0,5,-8.5,75.5,0.0,0.0,0
2017,1,15,0,-1.0,6,-8.75,77.5,0.0,0.0,0
2017,1,15,1,1.0,6,-8.0,79.5,0.0,0.0,0
2017,1,15,2,0.0,6,-5.25,75.75,0.0,0.0,0
2017,1,15,3,-2.0,6,-2.475,60.5,0.0,0.0,0
2017,1,15,4,-3.0,6,-1.05,61.0,0.0,0.0,0
2017,1,15,5,0.0,6,-4.225,73.5,0.0,0.0,0
2017,1,16,0,4.0,0,-6.75,79.75,0.0,0.0,0
2017,1,16,1,3.0,0,-8.5,81.0,0.0,0.0,0
2017,1,16,2,2.0,0,-6.5,77.5,0.0,0.0,0
2017,1,16,3,6.0,0,2.25,64.5,0.0,0.0,0
2017,1,16,4,-3.0,0,1.4749999999999999,73.75,0.0,0.0,0
2017,1,16,5,-30.0,0,1.225,70.5,0.0,0.0,0
